Quarter,Government body,Total requests received,Requests Processed,Requests on-hold or lapsed,Requests still being processed,Requests handled under EIRs,Total requests received (excluding on-hold and lapsed),20-day deadline met,Permitted extension to 20-day deadline,Late response (i.e. 20-day deadline missed),Percentage of requests meeting 20-day deadline,"Percentage of requests ""in time"" (i.e. meeting deadline or with permitted extension)",Total requests received (excluding on-hold and lapsed),Requests where advice and assistance provided,Requests where information not held,"Total ""resolvable"" requests",Initial Outcome Granted in full,Initial Outcome  Partially withheld,Initial Outcome  Fully withheld,Initial Outcome Response not yet provided,Percentage of resolvable requests granted in full,Percentage of resolvable requests withheld in full,Fully refused - vexatious,Fully refused - repeated,Fully refused - cost limit,Fully refused - exemption,S(22) - Information intended for future publication,S(22A) - Research intended for future publication,"S(23) - Information supplied by, or relating to, bodies dealing with security matters",S(24) - National security,S(26) - Defence,S(27) - International relations,S(28) - Relations within the United Kingdom,S(29) - The economy,S(30) - Investigations and proceedings conducted by public authorities,S(31) - Law enforcement,"S(32) - Court records, etc",S(33) - Audit functions,S(34) - Parliamentary privilege,"S(35) - Formulation of Government policy, etc",S(36) - Prejudice to effective conduct of public affairs,"S(37) - Communications with Her Majesty, etc and honours",S(38) - Health and Safety,S(39) - Environmental information,S(40) - Personal information,S(41) - Information provided in confidence,S(42) - Legal professional privilege,S(43) - Commercial interests,S(44) - Prohibitions on disclosure,3(a) - Exempt personal data,4(a) - Information not held,4(b) - Manifestly unreasonable,4(c) - Too general,4(d) - Work in progress / incomplete data,4(e) - Internal communications,"5(a) - Adverse effect on international relations, defence, national security, public safety",5(b) - Adverse effect on course of justice or conduct of enquiries,5(c) - Adverse effect on intellectual property rights,5(d) - Impinges on confidentiality of a public authority's work,5(e) - Impinges on confidentiality of commercial or industrial information,5(f) - Adverse effect on interests of person who provided the information,5(g) - Adverse effect on protection of environment to which information relates,Total exemptions and exceptions applied,Number of requests where an exemption was claimed,Total Section 21 exemptions used,S21 Partly Exempt,S21 Fully Exempt,S21 20-day deadline met,S21 Late response (i.e. 20-day deadline missed),S21 Percentage of requests meeting 20-day deadline,Total Internal Reviews,Internal Reviews with outcome known,IR number upheld in full,IR number upheld in part,IR number overturned,IR percentage upheld in full,ICO Total Complaints,ICO Complaints with known outcome,ICO Number upheld in full,ICO Number upheld in part,ICO Number overturned,ICO Percentage upheld in full,PIT Total Requests Extended,PIT Number Completed,PIT 5 or Less,PIT 6 to 10,PIT 11 to 15,PIT 16 to 20,PIT 21 to 30,PIT 31 to 40,PIT 41 to 60,PIT 61 to 80,PIT 81 to 100,PIT More than 100,IR Total Reviews Completed,IR 10 or less,IR 11 to 20,IR 21 to 40,IR 41 to 60,IR 61 to 80,IR 81 to 100,IR More than 100,PIT uncompleted prev year Total last year,PIT uncompleted prev year 5 or Less,PIT uncompleted prev year 6 to 10,PIT uncompleted prev year 11 to 15,PIT uncompleted prev year 16 to 20,PIT uncompleted prev year 21 to 30,PIT uncompleted prev year 31 to 40,PIT uncompleted prev year 41 to 60,PIT uncompleted prev year 61 to 80,PIT uncompleted prev year 81 to 100,PIT uncompleted prev year More than 100,IR uncompleted prev year Total last year,IR uncompleted prev year 10 or less,IR uncompleted prev year 11 to 20,IR uncompleted prev year 21 to 40,IR uncompleted prev year 41 to 60,IR uncompleted prev year 61 to 80,IR uncompleted prev year 81 to 100,IR uncompleted prev year More than 100
Q4 2017,Department for International Development,147,136,0,11,5,147,126,17,4,85.71428571,97.27891156,147,3,13,131,57,14,49,11,43.51145038,37.40458015,1,0,36,12,10,0,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,-,9,2,0,3,0,0,1,4,0,0,0,0,1,0,0,1,0,0,43,26,2,-,-,2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Department for Transport,645,630,0,15,19,645,589,24,32,91.31782946,95.03875969,645,0,100,545,324,50,156,15,59.44954128,28.62385321,3,0,51,102,14,1,0,4,2,3,1,2,1,11,0,0,0,13,3,1,1,-,87,14,0,13,9,0,4,5,0,1,0,0,0,0,0,0,0,0,190,152,51,-,-,48,3,94.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Department of Health,269,263,0,6,0,269,242,9,18,89.96282528,93.30855019,269,14,124,131,50,18,57,6,38.16793893,43.51145038,4,1,32,20,3,0,0,0,0,3,0,2,0,2,0,1,0,8,1,0,1,-,15,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,17,-,-,15,2,88.23529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Department for International Trade,183,159,0,24,1,183,113,22,48,61.74863388,73.7704918,183,2,22,159,24,23,88,24,15.09433962,55.34591195,1,0,74,13,7,0,0,0,0,7,0,0,0,0,1,0,0,10,9,0,0,-,19,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,36,3,-,-,1,2,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Debt Management Office,11,11,0,0,0,11,11,0,0,100,100,11,0,2,9,5,3,1,0,55.55555556,11.11111111,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Department for Work and Pensions,1074,1043,0,31,0,1074,956,5,113,89.01303538,89.47858473,1074,122,73,879,496,63,289,31,56.42775882,32.87827076,2,2,130,155,15,0,1,2,0,2,0,1,1,5,0,1,0,8,0,0,1,-,173,4,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,229,218,5,-,-,4,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Foreign and Commonwealth Office,334,294,0,40,11,334,232,75,27,69.46107784,91.91616766,334,13,66,255,49,63,103,40,19.21568627,40.39215686,3,4,61,35,5,0,17,9,2,42,0,2,0,6,0,0,0,12,1,3,3,-,43,9,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,98,12,-,-,12,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Food Standards Agency,48,48,0,0,0,48,47,1,0,97.91666667,100,48,1,3,44,30,6,8,0,68.18181818,18.18181818,2,0,3,3,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,2,-,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Government Legal Department,92,92,0,0,0,92,90,0,2,97.82608696,97.82608696,92,0,16,76,30,12,34,0,39.47368421,44.73684211,0,0,3,31,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,-,19,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,43,15,-,-,15,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,HM Revenue and Customs,475,470,0,5,4,475,465,0,10,97.89473684,97.89473684,475,39,77,359,103,17,234,5,28.6908078,65.1810585,4,4,94,132,5,0,0,0,0,0,0,0,0,11,0,0,0,5,1,0,0,-,15,0,0,3,111,1,1,0,0,0,0,0,0,0,0,0,0,0,153,149,30,-,-,30,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,HM Treasury,286,273,0,13,5,286,259,10,17,90.55944056,94.05594406,286,31,78,177,44,27,93,13,24.85875706,52.54237288,8,0,39,46,12,0,2,0,0,11,0,8,0,3,0,0,0,34,0,3,0,-,22,5,2,15,1,1,0,0,0,0,2,0,0,0,0,1,0,0,122,73,31,-,-,28,3,90.32258065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Home Office,907,825,0,82,0,907,753,54,100,83.02094818,88.97464168,907,105,177,625,250,54,239,82,40,38.24,4,1,142,92,15,0,13,11,0,8,0,0,0,31,1,0,1,3,18,0,3,-,61,1,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,181,146,63,-,-,58,5,92.06349206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Health and Safety Executive,1157,1101,0,56,45,1157,1064,13,80,91.96197061,93.08556612,1157,5,439,713,354,137,166,56,49.64936886,23.28190743,0,0,5,161,0,0,0,0,0,0,0,0,76,22,0,0,0,1,0,0,0,-,193,21,1,1,0,13,4,3,0,1,1,1,1,0,1,7,0,0,347,298,5,-,-,5,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,HM Land Registry,72,72,0,0,0,72,71,0,1,98.61111111,98.61111111,72,2,18,52,39,8,5,0,75,9.615384615,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,14,-,-,14,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Ministry of Defence,1090,920,0,170,6,1090,784,103,203,71.9266055,81.37614679,1090,98,199,793,379,74,170,170,47.79319042,21.43757881,7,1,99,63,4,0,12,15,34,10,0,0,2,10,1,0,0,6,4,0,15,-,63,3,1,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,196,137,37,-,-,33,4,89.18918919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Ministry of Justice,1022,989,0,33,0,1022,938,4,80,91.78082192,92.17221135,1022,81,140,801,306,37,425,33,38.20224719,53.05867665,17,3,266,139,23,0,0,0,0,1,0,0,0,12,67,0,0,3,2,1,1,-,92,3,2,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,234,176,79,-,-,77,2,97.46835443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Northern Ireland Office,64,64,0,0,0,64,58,4,2,90.625,96.875,64,0,27,37,21,3,13,0,56.75675676,35.13513514,1,0,8,4,0,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,1,-,-,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,National Savings and Investments,18,16,0,2,0,18,14,0,4,77.77777778,77.77777778,18,0,2,16,11,3,0,2,68.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,-,-,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Office of Gas and Electricity Markets,152,151,0,1,45,152,128,13,11,84.21052632,92.76315789,152,0,12,140,130,3,6,1,92.85714286,4.285714286,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,-,-,6,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,"Office for Standards in Education, Children's Services and Skills",148,148,0,0,0,148,136,5,7,91.89189189,95.27027027,148,19,14,115,13,26,76,0,11.30434783,66.08695652,1,0,6,69,29,0,0,0,0,0,0,0,0,17,0,18,0,0,3,0,0,-,39,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,95,11,-,-,11,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Water Services Regulation Authority,27,27,0,0,11,27,27,0,0,100,100,27,2,13,12,10,2,0,0,83.33333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,-,-,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Office for National Statistics,135,135,0,0,0,135,121,0,14,89.62962963,89.62962963,135,0,62,73,56,14,3,0,76.71232877,4.109589041,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,-,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,29,-,-,29,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Office of Rail and Road,33,33,0,0,0,33,32,0,1,96.96969697,96.96969697,33,7,7,19,10,5,4,0,52.63157895,21.05263158,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,-,-,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Rural Payments Agency,54,54,0,0,50,54,52,0,2,96.2962963,96.2962963,54,11,9,34,21,9,4,0,61.76470588,11.76470588,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,8,9,1,0,2,0,0,0,0,0,3,0,0,23,11,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Serious Fraud Office,36,36,0,0,0,36,36,0,0,100,100,36,6,4,26,10,5,11,0,38.46153846,42.30769231,0,0,2,9,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,-,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,1,-,-,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Scotland Office,74,68,0,6,0,74,66,8,0,89.18918919,100,74,1,17,56,34,6,10,6,60.71428571,17.85714286,3,0,1,6,0,0,0,0,0,7,1,6,0,0,0,0,0,10,0,0,0,-,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,National Archives,763,646,9,108,0,754,589,124,41,78.11671088,94.56233422,754,49,47,658,328,66,156,108,49.84802432,23.70820669,0,0,0,156,0,0,8,1,1,3,0,0,0,7,0,0,0,1,0,6,35,-,214,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,287,222,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,UK Export Finance,24,23,0,1,0,24,20,4,0,83.33333333,100,24,2,0,22,7,4,10,1,31.81818182,45.45454545,1,0,1,8,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,-,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,1,-,-,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4 2017,Wales Office,54,54,0,0,0,54,54,0,0,100,100,54,2,13,39,28,3,8,0,71.79487179,20.51282051,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,-,-,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Attorney General's Office,51,51,0,0,0,51,49,1,1,96.07843137,98.03921569,51,0,21,30,13,8,9,0,43.33333333,30,0,0,4,5,0,0,0,0,0,0,1,0,0,5,2,0,0,2,0,0,0,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,1,-,-,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,"Department for Business, Energy and Industrial Strategy",210,199,0,11,31,210,160,22,28,76.19047619,86.66666667,210,5,49,156,31,41,73,11,19.87179487,46.79487179,1,0,50,22,11,0,0,4,0,1,0,1,0,5,0,0,0,10,2,1,0,-,19,2,3,8,0,9,0,6,0,3,5,0,2,0,0,3,0,0,95,63,5,-,-,4,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Charity Commission,137,133,0,4,0,137,126,0,11,91.97080292,91.97080292,137,2,32,103,34,35,30,4,33.00970874,29.12621359,1,0,6,23,5,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,-,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,58,10,-,-,10,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Competition and Markets Authority,32,32,0,0,0,32,31,0,1,96.875,96.875,32,0,6,26,11,2,13,0,42.30769231,50,1,0,1,11,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,-,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,2,-,-,2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Cabinet Office,341,328,0,13,0,341,287,22,32,84.16422287,90.61583578,341,15,111,215,52,22,128,13,24.18604651,59.53488372,7,7,36,78,24,0,12,22,2,4,0,0,0,8,0,3,0,16,2,7,0,-,9,7,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,100,24,-,-,23,1,95.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Crown Prosecution Service,195,190,0,5,0,195,178,4,13,91.28205128,93.33333333,195,21,13,161,58,20,78,5,36.02484472,48.44720497,1,1,53,23,14,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,-,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,4,-,-,4,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Communities and Local Government,203,177,0,26,43,203,138,41,24,67.98029557,88.1773399,203,9,45,149,43,27,53,26,28.8590604,35.5704698,0,2,18,33,3,0,0,0,0,1,0,1,0,0,6,0,0,20,1,0,2,-,15,1,0,3,0,12,11,1,0,2,0,0,0,0,0,0,0,0,79,60,4,-,-,4,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,"Department for Culture, Media and Sport",138,138,0,0,5,138,126,9,3,91.30434783,97.82608696,138,0,44,94,35,26,33,0,37.23404255,35.10638298,1,0,14,18,6,0,0,0,0,1,0,0,0,5,0,0,0,12,1,0,1,-,13,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,51,44,5,-,-,5,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,"Department for Environment, Food and Rural Affairs",195,189,0,6,68,195,172,10,13,88.20512821,93.33333333,195,29,42,124,51,31,36,6,41.12903226,29.03225806,0,0,9,27,1,0,0,1,0,8,1,7,0,5,0,0,0,9,0,0,2,-,7,0,0,2,0,7,10,2,0,6,5,4,1,0,0,3,0,0,81,58,2,-,-,2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Department for Exiting the European Union,207,203,0,4,1,207,192,6,9,92.75362319,95.65217391,207,22,51,134,37,19,74,4,27.6119403,55.2238806,0,0,11,63,16,0,0,3,0,47,0,41,0,5,0,0,0,36,2,0,0,-,6,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,162,82,4,-,-,3,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Department for Education,586,564,0,22,1,586,503,17,66,85.83617747,88.73720137,586,64,93,429,230,55,122,22,53.61305361,28.43822844,1,0,40,81,26,0,0,0,0,2,0,1,1,8,0,0,0,8,64,0,0,-,42,7,0,9,2,1,1,0,0,0,0,0,0,0,0,0,0,1,173,136,45,-,-,42,3,93.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Department for International Development,107,106,0,1,1,107,99,7,1,92.52336449,99.06542056,107,1,9,97,49,6,41,1,50.51546392,42.26804124,0,0,35,6,0,3,0,0,0,4,0,1,0,5,0,0,0,2,0,0,1,-,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Department for Transport,568,557,0,11,16,568,519,24,25,91.37323944,95.59859155,568,1,89,478,293,39,135,11,61.29707113,28.24267782,3,0,64,68,5,0,0,4,0,3,1,1,3,13,0,0,0,12,1,0,1,-,56,11,0,17,2,2,0,1,0,0,3,0,1,0,0,1,1,0,139,107,45,-,-,43,2,95.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Department of Health,258,256,0,2,0,258,240,8,10,93.02325581,96.12403101,258,16,99,143,53,24,64,2,37.06293706,44.75524476,0,0,45,19,6,0,0,6,0,3,0,0,0,7,1,0,0,11,0,0,0,-,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,43,31,-,-,31,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Department for International Trade,115,104,0,11,1,115,54,19,42,46.95652174,63.47826087,115,1,20,94,17,32,34,11,18.08510638,36.17021277,0,2,15,17,9,0,0,2,0,10,0,0,0,3,0,0,0,12,1,0,2,-,16,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,49,3,-,-,3,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Debt Management Office,16,16,0,0,0,16,16,0,0,100,100,16,0,2,14,9,3,2,0,64.28571429,14.28571429,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,-,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Department for Work and Pensions,1217,1206,0,11,2,1217,1146,5,66,94.16598192,94.57682827,1217,137,61,1019,645,40,323,11,63.29735034,31.69774289,0,7,113,203,9,2,0,3,0,0,0,0,8,5,2,0,0,4,0,0,2,-,206,3,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,258,243,5,-,-,5,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Foreign and Commonwealth Office,284,248,0,36,3,284,206,64,14,72.53521127,95.07042254,284,18,49,217,43,64,74,36,19.8156682,34.10138249,2,1,38,33,8,0,14,10,0,29,1,1,0,6,0,0,0,7,0,0,6,-,42,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,97,8,-,-,8,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Food Standards Agency,47,45,0,2,0,47,41,5,1,87.23404255,97.87234043,47,0,3,44,18,6,18,2,40.90909091,40.90909091,0,0,13,5,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,-,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Government Legal Department,103,103,0,0,0,103,100,0,3,97.08737864,97.08737864,103,0,17,86,26,19,41,0,30.23255814,47.6744186,0,0,4,37,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,-,27,25,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,56,21,-,-,21,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,HM Revenue and Customs,501,477,0,24,2,501,444,0,57,88.62275449,88.62275449,501,61,68,372,115,18,215,24,30.91397849,57.79569892,4,4,72,135,14,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,1,-,12,2,0,6,102,1,2,0,0,0,0,0,0,0,0,0,0,0,156,153,36,-,-,34,2,94.44444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,HM Treasury,242,232,0,10,4,242,216,15,11,89.25619835,95.45454545,242,20,77,145,42,29,64,10,28.96551724,44.13793103,1,1,33,29,4,0,0,0,0,10,0,5,0,6,0,0,0,21,4,1,0,-,22,3,1,18,0,1,0,2,0,0,3,0,0,0,0,4,0,0,105,58,30,-,-,30,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Home Office,931,806,0,125,0,931,734,87,110,78.83995704,88.18474758,931,113,149,669,208,52,284,125,31.09118087,42.45142003,6,2,150,126,26,0,11,27,0,6,0,0,0,35,1,0,0,12,27,1,5,-,57,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,178,57,-,-,52,5,91.22807018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Health and Safety Executive,1236,1191,2,43,44,1234,1153,11,70,93.43598055,94.3273906,1234,4,435,795,386,198,168,43,48.55345912,21.13207547,1,3,2,162,1,0,0,0,0,0,0,0,138,10,0,0,0,0,0,0,0,-,195,21,0,4,0,8,6,0,0,1,1,2,6,0,1,6,0,0,400,360,5,-,-,5,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,HM Land Registry,84,84,0,0,0,84,84,0,0,100,100,84,4,24,56,41,8,7,0,73.21428571,12.5,2,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18,-,-,18,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3 2017,Ministry of Defence,1116,1040,0,76,4,1116,946,57,113,84.76702509,89.87455197,1116,119,194,803,467,63,197,76,58.15691158,24.53300125,2,1,122,72,7,0,22,26,26,7,0,0,5,27,0,0,0,6,3,0,5,-,69,0,1,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,225,135,44,-,-,42,2,95.45454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
