Quarter,Government body,Total requests received,Requests Processed,Requests on-hold or lapsed,Requests still being processed,Requests handled under EIRs,Total requests received (excluding on-hold and lapsed),20-day deadline met,Permitted extension to 20-day deadline,Late response (i.e. 20-day deadline missed),Percentage of requests meeting 20-day deadline,"Percentage of requests ""in time"" (i.e. meeting deadline or with permitted extension)",Total requests received (excluding on-hold and lapsed),Requests where advice and assistance provided,Requests where information not held,"Total ""resolvable"" requests",Initial Outcome Granted in full,Initial Outcome  Partially withheld,Initial Outcome  Fully withheld,Initial Outcome Response not yet provided,Percentage of resolvable requests granted in full,Percentage of resolvable requests withheld in full,Fully refused - vexatious,Fully refused - repeated,Fully refused - cost limit,Fully refused - exemption,S(22) - Information intended for future publication,S(22A) - Research intended for future publication,"S(23) - Information supplied by, or relating to, bodies dealing with security matters",S(24) - National security,S(26) - Defence,S(27) - International relations,S(28) - Relations within the United Kingdom,S(29) - The economy,S(30) - Investigations and proceedings conducted by public authorities,S(31) - Law enforcement,"S(32) - Court records, etc",S(33) - Audit functions,S(34) - Parliamentary privilege,"S(35) - Formulation of Government policy, etc",S(36) - Prejudice to effective conduct of public affairs,"S(37) - Communications with Her Majesty, etc and honours",S(38) - Health and Safety,S(39) - Environmental information,S(40) - Personal information,S(41) - Information provided in confidence,S(42) - Legal professional privilege,S(43) - Commercial interests,S(44) - Prohibitions on disclosure,3(a) - Exempt personal data,4(a) - Information not held,4(b) - Manifestly unreasonable,4(c) - Too general,4(d) - Work in progress / incomplete data,4(e) - Internal communications,"5(a) - Adverse effect on international relations, defence, national security, public safety",5(b) - Adverse effect on course of justice or conduct of enquiries,5(c) - Adverse effect on intellectual property rights,5(d) - Impinges on confidentiality of a public authority's work,5(e) - Impinges on confidentiality of commercial or industrial information,5(f) - Adverse effect on interests of person who provided the information,5(g) - Adverse effect on protection of environment to which information relates,Total exemptions and exceptions applied,Number of requests where an exemption was claimed,Total Section 21 exemptions used,S21 Partly Exempt,S21 Fully Exempt,S21 20-day deadline met,S21 Late response (i.e. 20-day deadline missed),S21 Percentage of requests meeting 20-day deadline,Total Internal Reviews,Internal Reviews with outcome known,IR number upheld in full,IR number upheld in part,IR number overturned,IR percentage upheld in full,ICO Total Complaints,ICO Complaints with known outcome,ICO Number upheld in full,ICO Number upheld in part,ICO Number overturned,ICO Percentage upheld in full,PIT Total Requests Extended,PIT Number Completed,PIT 5 or Less,PIT 6 to 10,PIT 11 to 15,PIT 16 to 20,PIT 21 to 30,PIT 31 to 40,PIT 41 to 60,PIT 61 to 80,PIT 81 to 100,PIT More than 100,IR Total Reviews Completed,IR 10 or less,IR 11 to 20,IR 21 to 40,IR 41 to 60,IR 61 to 80,IR 81 to 100,IR More than 100,PIT uncompleted prev year Total last year,PIT uncompleted prev year 5 or Less,PIT uncompleted prev year 6 to 10,PIT uncompleted prev year 11 to 15,PIT uncompleted prev year 16 to 20,PIT uncompleted prev year 21 to 30,PIT uncompleted prev year 31 to 40,PIT uncompleted prev year 41 to 60,PIT uncompleted prev year 61 to 80,PIT uncompleted prev year 81 to 100,PIT uncompleted prev year More than 100,IR uncompleted prev year Total last year,IR uncompleted prev year 10 or less,IR uncompleted prev year 11 to 20,IR uncompleted prev year 21 to 40,IR uncompleted prev year 41 to 60,IR uncompleted prev year 61 to 80,IR uncompleted prev year 81 to 100,IR uncompleted prev year More than 100
Q2 2014,Ministry of Defence,856,802,0,54,10,856,715,29,112,83.52803738,86.91588785,856,75,156,625,324,74,173,54,51.84,27.68,2,10,110,51,12,,3,8,16,7,0,1,0,5,0,0,0,3,3,1,7,0,64,1,4,10,2,1,4,1,0,1,1,1,0,0,0,0,0,0,156,125,30,,,28,2,93.33333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Ministry of Justice,1133,1058,0,75,2,1133,931,4,198,82.17122683,82.52427184,1133,100,197,836,297,72,392,75,35.52631579,46.88995215,2,4,260,126,49,,0,2,0,0,0,0,0,9,33,0,0,7,2,0,2,0,120,4,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,74,,,68,6,91.89189189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Northern Ireland Office,58,56,0,2,0,58,51,0,7,87.93103448,87.93103448,58,6,27,25,10,5,8,2,40,32,0,0,4,4,1,,3,1,0,0,0,0,0,1,0,0,0,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,2,,,2,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Scotland Office,39,37,0,2,0,39,37,0,2,94.87179487,94.87179487,39,13,7,19,14,0,3,2,73.68421053,15.78947368,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Wales Office,23,23,0,0,0,23,23,0,0,100,100,23,2,14,7,4,0,3,0,57.14285714,42.85714286,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,5,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Charity Commission,156,152,0,4,0,156,148,0,8,94.87179487,94.87179487,156,11,15,130,58,45,23,4,44.61538462,17.69230769,0,0,9,14,0,,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,43,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,59,6,,,6,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Competition and Markets Authority,20,20,0,0,0,20,20,0,0,100,100,20,2,2,16,3,6,7,0,18.75,43.75,0,0,0,7,2,,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,2,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,4,,,4,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Crown Prosecution Service,182,180,0,2,0,182,172,4,6,94.50549451,96.7032967,182,16,29,137,49,17,69,2,35.76642336,50.3649635,0,0,33,36,5,,0,0,0,0,0,0,16,4,4,0,0,1,1,0,2,0,39,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,53,1,,,1,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Debt Management Office,15,15,0,0,0,15,15,0,0,100,100,15,0,2,13,9,4,0,0,69.23076923,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Food Standards Agency,41,41,0,0,4,41,35,5,1,85.36585366,97.56097561,41,3,5,33,22,8,3,0,66.66666667,9.090909091,0,0,0,3,0,,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,4,0,0,4,0,0,1,1,0,1,0,0,0,0,0,1,0,0,22,11,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Health and Safety Executive,1246,1225,0,21,60,1246,1129,13,104,90.60995185,91.65329053,1246,39,382,825,436,180,188,21,52.84848485,22.78787879,0,0,0,188,0,,0,0,0,0,0,0,161,19,6,0,0,0,0,0,0,0,168,18,0,0,0,3,2,1,0,0,0,1,0,0,0,1,0,0,380,368,8,,,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,HM Land Registry,96,96,0,0,0,96,92,2,2,95.83333333,97.91666667,96,0,5,91,61,23,7,0,67.03296703,7.692307692,1,0,0,6,0,,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,21,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,11,,,11,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,HM Revenue and Customs,565,541,0,24,2,565,484,0,81,85.66371681,85.66371681,565,21,48,496,134,18,320,24,27.01612903,64.51612903,4,4,169,143,7,,0,0,0,3,0,0,0,11,0,0,0,3,3,0,0,0,12,1,3,3,121,0,0,0,0,0,0,0,0,0,1,0,0,0,168,161,33,,,30,3,90.90909091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,National Archives,830,683,54,93,0,776,632,119,25,81.44329897,96.77835052,776,68,68,640,375,64,108,93,58.59375,16.875,0,0,0,108,0,,8,0,0,2,0,0,0,15,0,0,0,0,0,3,24,0,163,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,172,2,,,2,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,National Savings and Investments,32,32,0,0,0,32,31,0,1,96.875,96.875,32,0,9,23,19,4,0,0,82.60869565,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,,,1,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Office for National Statistics,65,65,0,0,0,65,64,1,0,98.46153846,100,65,1,21,43,36,5,2,0,83.72093023,4.651162791,0,0,0,2,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,,,11,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Office for Standards in Education,184,182,0,2,0,184,176,6,2,95.65217391,98.91304348,184,23,12,149,33,36,78,2,22.14765101,52.34899329,1,0,11,66,14,,0,0,1,0,0,0,0,32,1,10,0,0,0,0,3,0,46,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,102,4,,,4,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Office of Gas and Electricity Markets (OFGEM),90,88,0,2,29,90,76,6,8,84.44444444,91.11111111,90,2,7,81,48,18,13,2,59.25925926,16.04938272,0,0,2,11,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,3,8,6,0,0,2,0,0,0,0,0,3,0,0,0,29,29,13,,,13,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Office of Rail Regulation,37,37,0,0,0,37,32,2,3,86.48648649,91.89189189,37,11,6,20,7,9,4,0,35,20,1,0,0,3,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,,,3,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Ordnance Survey,11,11,0,0,0,11,11,0,0,100,100,11,0,1,10,6,2,2,0,60,20,0,0,0,2,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Royal Mint,8,8,0,0,0,8,7,1,0,87.5,100,8,1,0,7,1,0,6,0,14.28571429,85.71428571,0,0,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Rural Payments Agency,126,124,0,2,117,126,122,4,0,96.82539683,100,126,41,4,81,55,10,14,2,67.90123457,17.28395062,0,0,0,14,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,1,0,0,26,24,1,,,1,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Serious Fraud Office,25,25,0,0,0,25,16,2,7,64,72,25,6,1,18,8,4,6,0,44.44444444,33.33333333,0,0,2,4,1,,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,,,1,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Treasury Solicitor's Department,94,94,0,0,0,94,93,0,1,98.93617021,98.93617021,94,0,16,78,39,24,15,0,50,19.23076923,0,0,0,15,0,,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,20,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,34,,,34,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2 2014,Water Services Regulation Authority (OFWAT),55,55,0,0,12,55,54,1,0,98.18181818,100,55,0,17,38,26,8,4,0,68.42105263,10.52631579,0,0,1,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,12,11,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Attorney General's Office,57,57,0,0,0,57,56,0,1,98.24561404,98.24561404,57,0,42,15,11,0,4,0,73.33333333,26.66666667,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,,,3,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Cabinet Office,528,506,0,22,1,528,453,51,24,85.79545455,95.45454545,528,71,149,308,65,29,192,22,21.1038961,62.33766234,25,0,103,64,27,,16,12,0,9,1,1,0,3,0,0,0,19,3,8,2,0,24,6,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,137,93,66,,,58,8,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Communities and Local Government,197,193,0,4,18,197,145,12,40,73.60406091,79.69543147,197,0,61,136,88,18,26,4,64.70588235,19.11764706,1,0,13,12,0,,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,2,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,30,56,10,,,10,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,"Department for Business, Innovation and Skills",301,295,0,6,7,301,280,16,5,93.02325581,98.33887043,301,10,107,184,63,57,58,6,34.23913043,31.52173913,0,0,46,12,12,,7,2,0,4,0,0,1,4,0,0,0,8,5,0,0,0,51,9,4,22,0,1,0,1,0,1,1,0,0,0,0,0,0,0,133,69,17,,,16,1,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,"Department for Culture, Media and Sport",137,134,0,3,7,137,128,6,3,93.43065693,97.81021898,137,19,30,88,51,10,24,3,57.95454545,27.27272727,0,0,20,4,4,,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,3,,,3,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Department for Education,518,515,0,3,2,518,440,9,69,84.94208494,86.67953668,518,69,74,375,200,26,146,3,53.33333333,38.93333333,3,0,102,41,14,,0,0,0,0,0,0,0,3,1,0,0,3,16,0,1,0,31,7,0,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,92,67,12,,,12,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,"Department for Environment, Food and Rural Affairs",318,308,0,10,150,318,274,40,4,86.16352201,98.74213836,318,28,57,233,167,30,26,10,71.67381974,11.15879828,0,0,0,26,4,,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,3,0,8,9,3,3,5,5,1,1,0,2,2,0,0,56,56,3,,,3,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Department for International Development,134,132,0,2,3,134,127,4,3,94.7761194,97.76119403,134,1,28,105,65,9,29,2,61.9047619,27.61904762,1,0,21,7,1,,1,0,0,5,0,0,0,2,0,0,0,1,0,0,1,0,7,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24,16,6,,,6,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Department for Transport,684,676,0,8,45,684,632,18,34,92.39766082,95.02923977,684,10,110,564,427,51,78,8,75.70921986,13.82978723,1,2,31,44,3,,1,2,0,1,0,0,4,15,0,0,0,5,11,1,3,0,39,7,4,10,13,0,0,0,0,0,2,0,1,0,0,0,1,0,123,95,34,,,34,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Department for Work and Pensions,1408,1380,0,28,0,1408,1284,10,114,91.19318182,91.90340909,1408,14,82,1312,903,45,336,28,68.82621951,25.6097561,14,15,131,176,31,,0,0,0,0,0,0,2,2,1,0,0,9,2,0,1,0,155,7,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,234,221,47,,,46,1,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Department of Energy and Climate Change,240,240,0,0,81,240,222,14,4,92.5,98.33333333,240,7,84,149,72,30,47,0,48.32214765,31.54362416,1,0,26,20,4,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,3,0,29,0,9,0,5,11,4,0,0,0,14,1,0,92,50,12,,,12,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Department of Health,469,467,0,2,0,469,465,4,0,99.14712154,100,469,27,162,280,162,39,77,2,57.85714286,27.5,1,0,36,40,6,,0,0,0,0,0,0,2,0,0,1,0,8,0,0,0,0,40,2,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,58,,,57,1,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,UK Export Finance,16,16,0,0,0,16,16,0,0,100,100,16,0,0,16,13,0,3,0,81.25,18.75,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Foreign and Commonwealth Office,369,325,0,44,1,369,251,73,45,68.02168022,87.80487805,369,41,76,252,65,72,71,44,25.79365079,28.17460317,6,7,35,23,6,,20,8,1,32,0,0,1,31,0,0,0,10,0,1,3,0,51,8,8,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191,95,19,,,12,7,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,HM Treasury,467,423,0,44,2,467,396,36,35,84.79657388,92.50535332,467,77,153,237,86,25,82,44,36.28691983,34.59915612,0,0,37,45,6,,0,0,0,0,0,9,0,12,0,0,0,26,4,2,1,0,22,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,93,70,93,,,93,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Home Office,872,850,0,22,0,872,702,58,112,80.50458716,87.1559633,872,102,153,617,261,86,248,22,42.30145867,40.19448947,14,6,134,94,25,,26,25,0,16,0,0,0,53,3,1,0,7,24,1,3,0,44,3,9,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,256,180,93,,,83,10,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Ministry of Defence,1022,977,0,45,9,1022,845,24,153,82.68101761,85.02935421,1022,71,182,769,475,66,183,45,61.76853056,23.79713914,4,2,132,45,9,,15,6,23,18,0,0,3,5,3,0,0,2,1,0,6,0,57,4,3,11,2,2,0,1,0,1,0,4,0,0,0,0,0,0,176,111,31,,,26,5,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Ministry of Justice,1308,1265,0,43,0,1308,1161,6,141,88.76146789,89.22018349,1308,132,180,996,337,103,513,43,33.83534137,51.5060241,4,1,307,201,64,,2,0,0,1,0,0,0,15,35,0,0,4,36,0,2,0,124,2,9,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,323,304,94,,,82,12,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Northern Ireland Office,60,57,0,3,0,60,52,1,7,86.66666667,88.33333333,60,6,24,30,13,1,13,3,43.33333333,43.33333333,0,0,7,6,5,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,,,2,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Scotland Office,38,37,0,1,0,38,34,1,3,89.47368421,92.10526316,38,15,2,21,16,0,4,1,76.19047619,19.04761905,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Wales Office,35,35,0,0,0,35,34,0,1,97.14285714,97.14285714,35,0,19,16,13,2,1,0,81.25,6.25,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,,,2,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Charity Commission,167,164,0,3,1,167,163,0,4,97.60479042,97.60479042,167,19,26,122,58,38,23,3,47.54098361,18.85245902,1,0,4,18,1,,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,35,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,56,9,,,9,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Crown Prosecution Service,220,217,0,3,0,220,207,2,11,94.09090909,95,220,15,23,182,63,14,102,3,34.61538462,56.04395604,0,0,60,42,1,,1,0,0,0,0,0,19,0,1,0,0,0,2,0,0,0,49,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,56,1,,,1,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Debt Management Office,14,14,0,0,0,14,14,0,0,100,100,14,0,5,9,7,2,0,0,77.77777778,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Food Standards Agency,53,53,0,0,3,53,47,5,1,88.67924528,98.11320755,53,1,15,37,18,11,8,0,48.64864865,21.62162162,0,0,4,4,1,,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,4,1,0,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,21,15,1,,,1,0,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1 2014,Health and Safety Executive,1378,1353,0,25,75,1378,1234,20,124,89.55007257,91.00145138,1378,48,440,890,393,236,236,25,44.15730337,26.51685393,0,0,3,233,1,,0,0,0,0,0,0,191,26,2,0,0,0,0,0,0,0,211,31,3,3,0,0,0,1,0,0,0,2,0,0,0,2,0,0,473,469,15,,,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
